Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
5175,6.50,0.89,0.00,2.30,0.17,6.00,12.00,1.00,3.56,0.51,10.80,5,Red Wine
1507,6.90,0.19,0.49,6.60,0.04,49.00,172.00,0.99,3.20,0.27,11.50,6,White Wine
5842,5.90,0.22,0.30,1.30,0.05,42.00,86.00,0.99,3.31,0.47,11.55,6,White Wine
4413,6.40,0.25,0.33,1.40,0.04,42.00,115.00,0.99,3.19,0.48,11.30,7,White Wine
3263,5.80,0.18,0.37,1.20,0.04,19.00,74.00,0.99,3.09,0.49,12.70,7,White Wine
289,8.30,0.42,0.38,2.50,0.09,24.00,60.00,1.00,3.31,0.70,10.80,6,Red Wine
6239,7.00,0.34,0.39,6.90,0.07,43.00,162.00,1.00,3.11,0.53,9.50,5,White Wine
2543,6.50,0.14,0.33,7.60,0.05,53.00,189.00,1.00,3.25,0.49,8.60,5,White Wine
883,7.90,0.31,0.32,1.90,0.07,14.00,36.00,0.99,3.41,0.56,12.60,6,Red Wine
1855,7.70,0.43,0.28,4.50,0.05,33.00,102.00,0.99,3.16,0.56,12.20,7,White Wine
3658,9.00,0.20,0.33,3.50,0.05,10.00,40.00,0.99,3.14,0.36,9.80,6,White Wine
5622,8.10,0.78,0.23,2.60,0.06,5.00,15.00,1.00,3.37,0.56,11.30,5,Red Wine
1278,7.00,0.16,0.32,8.30,0.04,38.00,126.00,1.00,3.21,0.34,9.20,5,White Wine
4892,6.70,0.11,0.26,14.80,0.05,44.00,95.00,1.00,3.20,0.35,9.80,6,White Wine
3652,11.10,0.45,0.73,3.20,0.07,6.00,22.00,1.00,3.17,0.66,11.20,6,Red Wine
1942,7.70,0.51,0.28,2.10,0.09,23.00,54.00,1.00,3.42,0.74,9.20,5,Red Wine
4252,6.40,0.17,0.27,9.90,0.05,26.00,101.00,1.00,3.34,0.50,9.90,6,White Wine
6404,6.00,0.26,0.33,4.35,0.04,15.00,80.00,0.99,3.29,0.50,12.70,6,White Wine
6012,7.90,0.33,0.26,1.20,0.04,23.00,103.00,0.99,3.19,0.54,10.50,6,White Wine
4561,6.40,0.28,0.17,8.30,0.04,61.00,195.00,1.00,3.22,0.46,9.40,5,White Wine
3270,8.90,0.32,0.49,1.60,0.05,17.00,131.00,1.00,3.13,0.34,9.40,5,White Wine
2378,7.70,0.28,0.58,12.10,0.05,60.00,177.00,1.00,3.08,0.46,8.90,5,White Wine
4126,7.00,0.33,0.78,9.90,0.04,21.00,251.00,0.99,3.01,0.55,11.00,6,White Wine
4706,7.10,0.27,0.24,12.60,0.04,48.00,118.00,1.00,3.04,0.56,10.00,7,White Wine
1666,6.70,0.48,0.32,1.40,0.02,22.00,121.00,0.99,3.15,0.53,12.70,7,White Wine
4339,5.90,0.21,0.24,12.10,0.04,53.00,165.00,1.00,3.25,0.39,9.50,5,White Wine
3954,6.90,0.41,0.33,10.10,0.04,28.00,152.00,1.00,3.20,0.52,9.40,5,White Wine
4823,7.30,0.25,0.26,7.20,0.05,52.00,207.00,1.00,3.12,0.37,9.20,5,White Wine
800,8.00,0.42,0.17,2.00,0.07,6.00,18.00,1.00,3.29,0.61,9.20,6,Red Wine
4589,6.80,0.25,0.37,3.10,0.03,29.00,93.00,0.99,3.14,0.45,12.20,6,White Wine
4894,7.00,0.47,0.07,1.10,0.04,17.00,151.00,0.99,3.02,0.34,10.50,5,White Wine
1533,7.40,0.64,0.47,14.15,0.17,42.00,185.00,1.00,2.90,0.49,9.30,5,White Wine
5254,8.00,0.25,0.43,1.70,0.07,22.00,50.00,0.99,3.38,0.60,11.90,6,Red Wine
3243,7.00,0.20,0.30,6.10,0.04,31.00,120.00,0.99,3.24,0.51,10.80,5,White Wine
3955,5.90,0.35,0.47,2.20,0.11,14.00,138.00,0.99,3.09,0.50,9.10,5,White Wine
5559,6.50,0.12,0.29,1.95,0.04,73.00,166.00,0.99,3.12,0.25,12.90,7,White Wine
818,6.40,0.25,0.57,1.00,0.06,21.00,122.00,0.99,3.00,0.40,9.50,5,White Wine
3828,6.70,0.20,0.24,6.50,0.04,28.00,100.00,0.99,3.12,0.33,10.20,6,White Wine
4499,7.50,0.70,0.24,1.80,0.36,15.00,63.00,1.00,3.00,1.59,9.50,5,Red Wine
3858,6.00,0.26,0.32,3.50,0.03,29.00,113.00,0.99,3.40,0.71,12.30,7,White Wine
1051,6.30,0.13,0.42,1.10,0.04,63.00,146.00,0.99,3.13,0.72,11.20,7,White Wine
3848,6.80,0.21,0.26,11.70,0.04,61.00,152.00,1.00,3.02,0.56,10.50,7,White Wine
1906,7.30,0.59,0.26,2.00,0.08,17.00,104.00,1.00,3.28,0.52,9.90,5,Red Wine
2179,6.60,0.19,0.33,1.80,0.04,42.00,148.00,0.99,3.15,0.36,10.20,5,White Wine
4324,6.90,0.49,0.24,1.20,0.05,13.00,125.00,0.99,3.17,0.51,9.40,5,White Wine
5352,7.60,0.29,0.42,1.30,0.04,18.00,86.00,0.99,2.99,0.39,11.30,5,White Wine
593,8.30,0.60,0.13,2.60,0.09,6.00,24.00,1.00,3.31,0.59,9.20,6,Red Wine
229,6.60,0.35,0.34,4.90,0.03,9.00,125.00,0.99,3.32,0.81,12.00,5,White Wine
5316,10.90,0.53,0.49,4.60,0.12,10.00,17.00,1.00,3.07,0.56,11.70,6,Red Wine
6168,6.50,0.90,0.00,1.60,0.05,9.00,17.00,0.99,3.50,0.63,10.90,6,Red Wine
1421,6.40,0.29,0.32,2.40,0.01,34.00,89.00,0.99,3.24,0.66,12.50,7,White Wine
2902,9.80,0.16,0.46,1.80,0.05,23.00,130.00,1.00,3.04,0.67,9.60,5,White Wine
277,12.30,0.39,0.63,2.30,0.09,6.00,18.00,1.00,3.16,0.49,9.50,5,Red Wine
2154,6.40,0.28,0.23,6.00,0.05,50.00,162.00,0.99,3.15,0.52,10.20,5,White Wine
4782,6.80,0.29,0.49,1.40,0.14,52.00,148.00,0.99,3.08,0.49,9.00,6,White Wine
4445,9.30,0.50,0.36,1.80,0.08,6.00,17.00,1.00,3.27,0.77,10.80,6,Red Wine
5741,6.00,0.28,0.49,6.80,0.05,61.00,222.00,1.00,3.19,0.47,9.30,5,White Wine
3007,6.80,0.33,0.31,7.40,0.04,34.00,143.00,0.99,3.06,0.55,12.20,6,White Wine
4565,7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5,White Wine
6073,5.90,0.28,0.34,3.60,0.04,50.00,194.00,0.99,3.31,0.52,11.60,6,White Wine
3960,7.70,0.67,0.23,2.10,0.09,17.00,96.00,1.00,3.32,0.48,9.50,5,Red Wine
3426,10.40,0.24,0.46,1.80,0.07,6.00,21.00,1.00,3.25,1.02,10.80,7,Red Wine
3779,6.50,0.19,0.28,1.40,0.05,22.00,90.00,0.99,3.18,0.51,11.70,7,White Wine
1063,6.00,0.17,0.29,5.00,0.03,25.00,108.00,0.99,3.14,0.34,12.30,6,White Wine
3789,5.00,0.42,0.24,2.00,0.06,19.00,50.00,0.99,3.72,0.74,14.00,8,Red Wine
5797,6.50,0.15,0.55,5.90,0.04,75.00,162.00,0.99,2.97,0.40,9.30,5,White Wine
5877,8.30,0.22,0.38,14.80,0.05,32.00,126.00,1.00,3.22,0.50,9.70,5,White Wine
2782,8.00,0.38,0.06,1.80,0.08,12.00,49.00,1.00,3.37,0.52,9.90,6,Red Wine
3429,7.70,0.25,0.49,2.50,0.05,31.00,169.00,0.99,3.07,0.57,10.60,6,White Wine
4105,7.90,0.28,0.41,2.00,0.04,50.00,152.00,0.99,3.45,0.49,10.70,8,White Wine
4519,6.50,0.25,0.35,12.00,0.06,47.00,179.00,1.00,3.58,0.47,10.00,5,White Wine
2640,9.30,0.43,0.44,1.90,0.09,9.00,22.00,1.00,3.28,0.55,9.50,5,Red Wine
5798,7.30,0.22,0.49,9.40,0.03,29.00,134.00,0.99,2.99,0.32,11.00,7,White Wine
3046,7.00,0.17,0.36,6.40,0.06,42.00,123.00,0.99,3.11,0.50,11.00,8,White Wine
4576,6.60,0.56,0.15,10.00,0.04,38.00,157.00,1.00,3.28,0.52,9.40,5,White Wine
2539,6.40,0.23,0.35,4.60,0.04,43.00,147.00,0.99,3.18,0.40,11.00,7,White Wine
1765,6.70,0.41,0.24,5.40,0.04,33.00,115.00,0.99,3.12,0.44,12.89,7,White Wine
773,6.80,0.19,0.32,7.60,0.05,37.00,107.00,0.99,3.12,0.44,10.70,7,White Wine
1299,7.90,0.34,0.51,15.30,0.05,54.00,171.00,1.00,3.09,0.51,9.10,5,White Wine
5629,7.40,0.19,0.42,6.40,0.07,39.00,212.00,1.00,3.30,0.33,9.60,6,White Wine
4448,6.30,0.26,0.37,1.10,0.04,37.00,114.00,0.99,3.00,0.39,10.90,6,White Wine
298,7.20,0.32,0.47,5.10,0.04,19.00,65.00,0.99,3.03,0.41,12.60,4,White Wine
462,6.20,0.20,0.25,15.00,0.06,8.00,120.00,1.00,3.19,0.53,9.60,6,White Wine
1738,6.40,0.26,0.35,7.70,0.06,45.00,191.00,1.00,3.16,0.50,9.50,5,White Wine
558,6.50,0.52,0.17,1.40,0.05,5.00,26.00,0.99,3.26,0.32,10.00,4,White Wine
3931,6.50,0.43,0.31,3.60,0.05,19.00,143.00,0.99,3.15,0.34,12.00,8,White Wine
2701,9.90,0.72,0.55,1.70,0.14,24.00,52.00,1.00,3.35,0.94,10.00,5,Red Wine
1089,7.40,0.70,0.00,1.90,0.08,11.00,34.00,1.00,3.51,0.56,9.40,5,Red Wine
3448,6.80,0.18,0.37,1.50,0.03,37.00,93.00,0.99,3.30,0.45,10.80,6,White Wine
4265,7.10,0.46,0.20,1.90,0.08,28.00,54.00,1.00,3.37,0.64,10.40,6,Red Wine
3042,7.50,0.28,0.41,1.30,0.04,11.00,126.00,0.99,3.28,0.45,10.30,5,White Wine
4174,6.80,0.15,0.41,12.90,0.04,79.50,183.00,1.00,3.24,0.78,10.20,6,White Wine
994,9.90,0.53,0.57,2.40,0.09,30.00,52.00,1.00,3.19,0.76,11.60,7,Red Wine
4915,6.40,0.17,0.34,1.50,0.09,42.00,135.00,0.99,3.25,0.49,9.60,7,White Wine
2423,11.90,0.69,0.53,3.40,0.13,7.00,21.00,1.00,3.17,0.84,12.20,7,Red Wine
5667,6.50,0.61,0.00,2.20,0.10,48.00,59.00,1.00,3.61,0.70,11.50,6,Red Wine
3885,6.60,0.23,0.30,14.90,0.05,33.00,118.00,1.00,3.04,0.54,9.00,6,White Wine
1029,6.30,0.13,0.42,1.10,0.04,63.00,146.00,0.99,3.13,0.72,11.20,7,White Wine
5189,7.60,0.16,0.44,1.40,0.04,25.00,109.00,0.99,3.11,0.75,10.30,6,White Wine
4411,7.10,0.84,0.02,4.40,0.10,5.00,13.00,1.00,3.41,0.57,11.00,4,Red Wine
6291,7.80,0.53,0.04,1.70,0.08,17.00,31.00,1.00,3.33,0.56,10.00,6,Red Wine
6024,12.80,0.30,0.74,2.60,0.10,9.00,28.00,1.00,3.20,0.77,10.80,7,Red Wine
6367,7.10,0.47,0.29,14.80,0.02,22.00,142.00,1.00,3.12,0.48,12.00,8,White Wine
98,7.20,0.37,0.32,2.00,0.06,15.00,28.00,0.99,3.23,0.73,11.30,7,Red Wine
938,5.20,0.24,0.45,3.80,0.03,21.00,128.00,0.99,3.55,0.49,11.20,8,White Wine
4687,8.90,0.12,0.45,1.80,0.07,10.00,21.00,1.00,3.41,0.76,11.90,7,Red Wine
3706,7.40,0.10,0.34,12.20,0.05,57.00,146.00,1.00,3.16,0.37,9.00,6,White Wine
2217,6.80,0.11,0.27,8.60,0.04,45.00,104.00,0.99,3.20,0.37,9.90,6,White Wine
2652,9.60,0.66,0.21,2.00,0.04,21.00,120.00,0.99,3.00,1.00,12.60,6,White Wine
3379,6.00,0.29,0.21,1.30,0.06,42.00,168.00,0.99,3.32,0.43,11.10,6,White Wine
5242,7.30,0.18,0.29,1.20,0.04,12.00,143.00,0.99,3.20,0.48,11.30,7,White Wine
1118,6.80,0.21,0.27,18.15,0.04,41.00,146.00,1.00,3.30,0.36,8.70,5,White Wine
4774,11.90,0.39,0.69,2.80,0.10,17.00,35.00,1.00,3.10,0.61,10.80,6,Red Wine
5306,7.00,0.30,0.51,13.60,0.05,40.00,168.00,1.00,3.07,0.52,9.60,7,White Wine
1852,6.70,0.23,0.33,8.10,0.05,45.00,176.00,0.99,3.11,0.52,10.10,6,White Wine
4197,7.10,0.12,0.32,9.60,0.05,64.00,162.00,1.00,3.40,0.41,9.40,5,White Wine
3172,8.30,0.84,0.01,2.20,0.07,5.00,14.00,1.00,3.32,0.58,11.00,4,Red Wine
6071,7.80,0.62,0.05,2.30,0.08,6.00,18.00,1.00,3.29,0.63,9.30,5,Red Wine
2768,6.80,0.28,0.36,8.00,0.04,28.00,123.00,0.99,3.02,0.37,11.40,6,White Wine
451,7.10,0.24,0.34,1.20,0.04,6.00,132.00,0.99,3.16,0.46,11.20,4,White Wine
1830,7.40,0.40,0.41,14.10,0.05,37.00,194.00,1.00,3.20,0.63,9.40,6,White Wine
839,8.00,0.25,0.26,14.00,0.04,41.00,248.00,1.00,3.03,0.57,8.70,6,White Wine
6277,7.20,0.24,0.29,2.20,0.04,37.00,102.00,0.99,3.27,0.64,11.00,7,White Wine
3447,8.00,0.59,0.71,17.35,0.04,61.00,228.00,1.00,2.95,0.75,9.30,5,White Wine
1997,11.90,0.38,0.49,2.70,0.10,12.00,42.00,1.00,3.16,0.61,10.30,5,Red Wine
273,9.00,0.66,0.17,3.00,0.08,5.00,13.00,1.00,3.29,0.55,10.40,5,Red Wine
2754,8.00,0.31,0.45,2.10,0.22,5.00,16.00,0.99,3.15,0.81,12.50,7,Red Wine
2579,5.90,0.24,0.30,2.00,0.03,28.00,92.00,0.99,3.39,0.69,10.90,7,White Wine
1914,7.30,0.27,0.37,9.70,0.04,36.00,130.00,1.00,3.48,0.75,9.90,6,White Wine
3212,6.20,0.26,0.19,3.40,0.05,47.00,172.00,0.99,3.14,0.43,10.40,6,White Wine
3597,8.80,0.35,0.49,1.00,0.04,14.00,56.00,0.99,2.96,0.33,10.50,4,White Wine
4053,6.70,0.19,0.23,6.20,0.05,36.00,117.00,0.99,3.34,0.43,9.60,6,White Wine
4643,6.40,0.31,0.38,2.90,0.04,19.00,102.00,0.99,3.17,0.35,11.00,7,White Wine
1359,7.40,0.29,0.50,1.80,0.04,35.00,127.00,0.99,3.45,0.50,10.20,7,White Wine
2664,5.90,0.22,0.38,1.30,0.05,24.00,90.00,0.99,3.20,0.47,10.00,6,White Wine
3408,6.70,0.41,0.43,2.80,0.08,22.00,54.00,1.00,3.42,1.16,10.60,6,Red Wine
2301,6.70,0.24,0.41,9.40,0.04,49.00,166.00,1.00,3.12,0.61,9.90,6,White Wine
1343,6.80,0.22,0.35,5.50,0.04,21.00,114.00,0.99,3.30,0.53,10.70,7,White Wine
5407,7.60,0.30,0.22,10.20,0.05,57.00,191.00,1.00,3.08,0.40,9.30,6,White Wine
2545,7.60,0.20,0.34,1.80,0.04,42.00,148.00,0.99,3.35,0.66,11.10,6,White Wine
779,6.00,0.27,0.30,14.70,0.04,15.00,144.00,1.00,3.12,0.53,10.30,6,White Wine
4937,8.30,0.66,0.12,2.30,0.08,15.00,113.00,1.00,3.17,0.66,9.80,5,Red Wine
5193,8.20,0.61,0.45,5.40,0.03,15.00,118.00,1.00,3.14,0.34,9.60,5,White Wine
728,7.60,0.10,0.33,1.00,0.03,33.00,93.00,0.99,3.06,0.68,11.20,6,White Wine
4070,6.80,0.27,0.32,1.50,0.04,19.00,142.00,0.99,3.10,0.43,9.90,6,White Wine
2140,6.60,0.45,0.43,7.20,0.06,31.00,186.00,1.00,3.12,0.44,9.40,5,White Wine
464,5.60,0.16,0.27,1.40,0.04,53.00,168.00,0.99,3.28,0.37,10.10,6,White Wine
2923,7.20,0.34,0.28,10.40,0.11,43.00,187.00,1.00,2.96,0.57,9.40,5,White Wine
3850,7.10,0.34,0.28,2.00,0.08,31.00,68.00,1.00,3.45,0.48,9.40,5,Red Wine
893,7.60,0.63,0.03,2.00,0.08,27.00,43.00,1.00,3.44,0.64,10.90,6,Red Wine
5855,6.60,0.34,0.34,2.60,0.05,40.50,210.00,0.99,3.15,0.61,10.00,5,White Wine
1607,7.20,0.66,0.03,2.30,0.08,16.00,86.00,1.00,3.53,0.57,9.70,5,Red Wine
5706,7.30,0.20,0.31,1.70,0.06,34.00,110.00,1.00,3.72,0.69,10.50,6,White Wine
1386,7.70,0.46,0.18,3.30,0.05,18.00,143.00,0.99,3.12,0.51,10.80,6,White Wine
4304,9.20,0.28,0.46,3.20,0.06,39.00,133.00,1.00,3.14,0.58,9.50,5,White Wine
3761,8.30,0.27,0.39,2.40,0.06,16.00,107.00,1.00,3.28,0.59,10.30,5,White Wine
5862,8.90,0.75,0.14,2.50,0.09,9.00,30.00,1.00,3.34,0.64,10.50,5,Red Wine
3697,7.00,0.17,0.74,12.80,0.04,24.00,126.00,0.99,3.26,0.38,12.20,8,White Wine
3009,6.00,0.33,0.27,0.80,0.18,12.00,188.00,0.99,3.12,0.62,9.40,5,White Wine
6322,5.60,0.29,0.26,1.10,0.04,40.00,102.00,0.99,3.47,0.56,10.60,6,White Wine
2475,8.20,0.42,0.29,4.10,0.03,31.00,100.00,0.99,3.00,0.32,12.80,7,White Wine
140,6.10,0.30,0.56,2.70,0.05,46.00,184.00,0.99,3.31,0.57,10.90,6,White Wine
2550,6.40,0.64,0.21,1.80,0.08,14.00,31.00,1.00,3.59,0.66,9.80,5,Red Wine
148,6.40,0.17,0.32,2.40,0.05,41.00,200.00,0.99,3.50,0.50,9.70,6,White Wine
621,7.00,0.22,0.32,1.60,0.04,40.00,120.00,0.99,2.98,0.44,10.50,6,White Wine
2081,6.80,0.26,0.40,7.50,0.05,45.00,179.00,1.00,3.20,0.49,9.30,5,White Wine
4927,8.30,0.31,0.39,2.40,0.08,17.00,43.00,0.99,3.31,0.77,12.50,7,Red Wine
3039,6.80,0.15,0.41,12.90,0.04,79.50,183.00,1.00,3.24,0.78,10.20,6,White Wine
1643,8.70,0.31,0.46,1.40,0.06,11.00,25.00,1.00,3.36,0.76,10.10,6,Red Wine
4678,6.80,0.32,0.37,3.40,0.02,19.00,87.00,0.99,3.14,0.53,12.70,6,White Wine
5396,7.20,0.41,0.36,2.00,0.08,13.00,45.00,1.00,3.48,0.64,9.20,5,Red Wine
2707,6.60,0.15,0.32,6.00,0.03,59.00,128.00,0.99,3.19,0.71,12.10,8,White Wine
226,6.50,0.23,0.39,1.90,0.04,41.00,98.00,0.99,3.19,0.43,11.90,7,White Wine
2278,7.10,0.75,0.01,2.20,0.06,11.00,18.00,0.99,3.39,0.40,12.80,6,Red Wine
1139,6.80,0.63,0.07,2.10,0.09,11.00,44.00,1.00,3.47,0.55,10.40,6,Red Wine
655,7.00,0.62,0.08,1.80,0.08,8.00,24.00,1.00,3.48,0.53,9.00,5,Red Wine
882,10.70,0.22,0.56,8.20,0.04,37.00,181.00,1.00,2.87,0.68,9.50,6,White Wine
1364,7.00,0.34,0.30,1.80,0.04,44.00,142.00,0.99,2.99,0.45,10.80,6,White Wine
5160,6.20,0.16,0.32,1.10,0.04,74.00,184.00,0.99,3.22,0.41,11.00,6,White Wine
32,5.20,0.65,0.00,2.15,0.08,15.00,28.00,0.99,3.78,0.61,12.50,6,Red Wine
2774,7.80,0.17,0.50,1.30,0.04,35.00,140.00,0.99,3.16,0.40,12.00,6,White Wine
2804,6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5,Red Wine
2892,10.80,0.29,0.42,1.60,0.08,19.00,27.00,1.00,3.28,0.73,11.90,6,Red Wine
4398,7.80,0.22,0.38,10.30,0.06,28.00,99.00,1.00,3.12,0.47,10.00,6,White Wine
3021,7.00,0.28,0.36,1.00,0.04,8.00,70.00,0.99,3.09,0.46,12.10,6,White Wine
5578,9.60,0.60,0.50,2.30,0.08,28.00,71.00,1.00,3.50,0.57,9.70,5,Red Wine
6202,6.00,0.23,0.15,9.70,0.05,101.00,207.00,1.00,3.05,0.30,9.10,5,White Wine
5820,5.60,0.27,0.37,0.90,0.03,11.00,49.00,0.99,3.29,0.33,13.10,6,White Wine
4121,7.60,0.23,0.34,1.60,0.04,24.00,129.00,0.99,3.12,0.70,10.40,5,White Wine
6268,6.40,0.29,0.18,15.00,0.04,21.00,116.00,1.00,3.14,0.50,9.20,5,White Wine
6196,9.10,0.60,0.00,1.90,0.06,5.00,10.00,1.00,3.18,0.63,10.40,6,Red Wine
3071,6.30,0.40,0.24,5.10,0.04,43.00,131.00,0.99,3.24,0.44,11.30,6,White Wine
4004,6.80,0.51,0.01,2.10,0.07,9.00,25.00,1.00,3.33,0.56,9.50,6,Red Wine
4929,7.00,0.23,0.42,18.05,0.05,35.00,144.00,1.00,3.22,0.42,8.80,5,White Wine
247,6.20,0.35,0.29,3.90,0.04,22.00,79.00,0.99,3.10,0.59,12.07,6,White Wine
3916,5.80,0.26,0.18,1.20,0.03,40.00,114.00,0.99,3.42,0.40,11.00,7,White Wine
2263,7.20,0.54,0.27,2.60,0.08,12.00,78.00,1.00,3.39,0.71,11.00,5,Red Wine
5094,9.70,0.24,0.45,1.20,0.03,11.00,59.00,0.99,2.74,0.47,10.80,6,White Wine
1590,6.20,0.26,0.27,1.30,0.04,30.00,86.00,0.99,3.05,0.59,12.90,7,White Wine
3355,7.10,0.12,0.30,3.10,0.02,15.00,37.00,0.99,3.02,0.52,11.90,7,White Wine
3754,6.10,0.41,0.20,12.60,0.03,54.00,136.00,1.00,2.91,0.43,10.60,6,White Wine
6104,6.20,0.32,0.16,7.00,0.04,30.00,136.00,0.99,3.18,0.47,9.60,6,White Wine
3083,6.00,0.20,0.71,1.60,0.15,10.00,54.00,0.99,3.12,0.47,9.80,5,White Wine
4799,7.60,0.23,0.64,12.90,0.03,54.00,170.00,1.00,3.00,0.53,8.80,5,White Wine
3683,8.50,0.46,0.59,1.40,0.41,16.00,45.00,1.00,3.03,1.34,9.20,5,Red Wine
2587,7.10,0.37,0.32,1.40,0.04,27.00,126.00,0.99,3.19,0.62,12.00,5,White Wine
3043,6.00,0.28,0.27,15.50,0.04,31.00,134.00,0.99,3.19,0.44,13.00,7,White Wine
5813,6.60,0.27,0.41,1.30,0.05,16.00,142.00,1.00,3.42,0.47,10.00,6,White Wine
3975,9.90,0.50,0.24,2.30,0.10,6.00,14.00,1.00,3.34,0.52,10.00,4,Red Wine
4813,6.40,0.44,0.26,2.00,0.05,20.00,180.00,1.00,3.58,0.57,10.00,5,White Wine
1892,7.00,0.32,0.31,6.40,0.03,38.00,115.00,0.99,3.38,0.58,12.20,7,White Wine
4727,7.60,0.41,0.24,1.80,0.08,4.00,11.00,1.00,3.28,0.59,9.50,5,Red Wine
1237,8.30,0.18,0.30,1.10,0.03,20.00,57.00,0.99,3.02,0.51,11.00,6,White Wine
3234,7.70,0.43,0.37,10.00,0.17,22.00,210.00,1.00,3.02,0.64,9.50,5,White Wine
633,8.40,0.19,0.42,1.60,0.05,9.00,101.00,0.99,3.06,0.65,11.10,4,White Wine
2470,7.40,0.16,0.31,6.85,0.06,31.00,131.00,1.00,3.29,0.34,9.70,5,White Wine
4942,7.00,0.65,0.02,2.10,0.07,8.00,25.00,1.00,3.47,0.67,9.50,6,Red Wine
5194,5.50,0.34,0.26,2.20,0.02,31.00,119.00,0.99,3.55,0.49,13.00,8,White Wine
4240,7.40,0.30,0.30,5.20,0.05,45.00,163.00,0.99,3.12,0.45,10.30,6,White Wine
2940,7.40,0.24,0.31,8.40,0.04,52.00,183.00,1.00,3.09,0.32,8.80,5,White Wine
4827,8.40,0.31,0.31,0.95,0.02,52.00,148.00,0.99,2.93,0.32,11.50,5,White Wine
2529,7.10,0.22,0.74,2.70,0.04,42.00,144.00,0.99,3.31,0.41,12.20,6,White Wine
3744,7.50,0.21,0.34,1.20,0.06,26.00,111.00,0.99,3.51,0.47,10.70,6,White Wine
1351,8.00,0.27,0.33,1.20,0.05,41.00,103.00,0.99,3.00,0.45,12.40,6,White Wine
1478,6.60,0.15,0.34,1.00,0.04,45.00,79.00,0.99,2.96,0.50,11.70,6,White Wine
238,5.50,0.16,0.31,1.20,0.03,31.00,68.00,0.99,3.33,0.44,11.63,6,White Wine
3803,6.80,0.41,0.31,8.80,0.08,26.00,45.00,1.00,3.38,0.64,10.10,6,Red Wine
552,7.90,0.35,0.28,12.90,0.03,13.00,63.00,0.99,2.99,0.43,13.00,6,White Wine
5013,6.50,0.16,0.33,4.80,0.04,45.00,114.00,0.99,3.18,0.44,11.20,6,White Wine
898,6.30,0.19,0.28,1.80,0.02,28.00,158.00,0.99,3.20,0.64,11.40,6,White Wine
2531,6.20,0.30,0.30,2.50,0.04,29.00,82.00,0.99,3.31,0.61,11.80,7,White Wine
4209,7.90,0.28,0.49,7.70,0.04,48.00,195.00,1.00,3.04,0.55,11.00,6,White Wine
958,7.10,0.46,0.14,2.80,0.08,15.00,37.00,1.00,3.36,0.49,10.70,5,Red Wine
4624,6.70,0.26,0.39,1.10,0.04,45.00,147.00,0.99,3.32,0.58,9.60,8,White Wine
3771,10.00,0.69,0.11,1.40,0.08,8.00,24.00,1.00,2.88,0.47,9.70,5,Red Wine
5634,7.40,0.20,0.35,6.10,0.03,10.00,40.00,0.99,2.79,0.52,10.90,5,White Wine
347,12.80,0.84,0.63,2.40,0.09,13.00,35.00,1.00,3.10,0.60,10.40,6,Red Wine
2308,7.70,0.71,0.01,2.10,0.06,31.00,43.00,0.99,3.41,0.57,11.80,6,Red Wine
1662,9.20,0.63,0.21,2.70,0.10,29.00,65.00,1.00,3.28,0.58,9.60,5,Red Wine
2369,6.70,0.28,0.28,4.50,0.05,14.00,92.00,0.99,3.36,0.58,11.90,6,White Wine
572,9.30,0.61,0.26,3.40,0.09,25.00,87.00,1.00,3.24,0.62,9.70,5,Red Wine
5530,7.60,0.32,0.58,16.75,0.05,43.00,163.00,1.00,3.15,0.54,9.20,5,White Wine
3709,6.30,0.24,0.55,8.10,0.04,67.00,216.00,1.00,3.24,0.50,9.20,5,White Wine
4214,6.80,0.39,0.34,7.40,0.02,38.00,133.00,0.99,3.18,0.44,12.00,7,White Wine
6271,11.30,0.36,0.66,2.40,0.12,3.00,8.00,1.00,3.20,0.53,11.90,6,Red Wine
1656,7.00,0.39,0.24,1.00,0.05,8.00,119.00,0.99,3.00,0.31,10.10,4,White Wine
1811,4.80,0.33,0.00,6.50,0.03,34.00,163.00,0.99,3.35,0.61,9.90,5,White Wine
4382,6.10,0.34,0.29,2.20,0.04,25.00,100.00,0.99,3.06,0.44,11.80,6,White Wine
5095,4.90,0.47,0.17,1.90,0.04,60.00,148.00,0.99,3.27,0.35,11.50,6,White Wine
1516,6.80,0.25,0.38,8.10,0.05,24.00,155.00,1.00,3.33,0.59,10.20,6,White Wine
2070,7.20,0.36,0.46,2.10,0.07,24.00,44.00,1.00,3.40,0.85,11.00,7,Red Wine
6366,8.00,0.24,0.48,6.80,0.05,13.00,134.00,1.00,3.23,0.70,10.00,5,White Wine
2379,7.50,0.26,0.38,5.70,0.02,23.00,125.00,0.99,3.13,0.62,11.10,6,White Wine
1593,8.80,0.17,0.38,1.80,0.04,39.00,148.00,0.99,3.16,0.67,10.20,6,White Wine
1573,7.20,0.33,0.33,1.70,0.06,3.00,13.00,1.00,3.23,1.10,10.00,8,Red Wine
3367,6.10,0.22,0.49,1.50,0.05,18.00,87.00,0.99,3.30,0.46,9.60,5,White Wine
3345,9.00,0.20,0.33,3.50,0.05,10.00,40.00,0.99,3.14,0.36,9.80,6,White Wine
